idAlu;idCur;nota
95995;195;12
95996;196;8
95997;197;12
95998;198;9
95999;199;3
96000;200;8
96001;1;3
96002;2;11
96003;3;9
96004;4;11
96005;5;4
96006;6;5
96007;7;3
96008;8;6
96009;9;8
96010;10;6
96011;11;5
96012;12;8
96013;13;5
96014;14;7
96015;15;9
96016;16;11
96017;17;11
96018;18;4
96019;19;5
96020;20;12
96021;21;12
96022;22;12
96023;23;4
96024;24;4
96025;25;6
96026;26;9
96027;27;3
96028;28;6
96029;29;4
96030;30;9
96031;31;6
96032;32;4
96033;33;4
96034;34;5
96035;35;7
96036;36;5
96037;37;7
96038;38;7
96039;39;12
96040;40;4
96041;41;3
96042;42;11
96043;43;4
96044;44;9
96045;45;10
96046;46;6
96047;47;4
96048;48;6
96049;49;12
96050;50;9
96051;51;6
96052;52;3
96053;53;5
96054;54;3
96055;55;7
96056;56;12
96057;57;7
96058;58;9
96059;59;3
96060;60;10
96061;61;6
96062;62;11
96063;63;5
96064;64;11
96065;65;9
96066;66;7
96067;67;10
96068;68;5
96069;69;10
96070;70;6
96071;71;10
96072;72;10
96073;73;12
96074;74;12
96075;75;3
96076;76;9
96077;77;11
96078;78;7
96079;79;10
96080;80;6
96081;81;3
96082;82;5
96083;83;10
96084;84;7
96085;85;7
96086;86;5
96087;87;4
96088;88;12
96089;89;11
96090;90;3
96091;91;9
96092;92;10
96093;93;9
96094;94;9
96095;95;6
96096;96;9
96097;97;9
96098;98;10
96099;99;4
96100;100;7
96101;101;11
96102;102;8
96103;103;3
96104;104;12
96105;105;6
96106;106;10
96107;107;8
96108;108;8
96109;109;12
96110;110;5
96111;111;3
96112;112;9
96113;113;3
96114;114;6
96115;115;11
96116;116;3
96117;117;12
96118;118;8
96119;119;4
96120;120;6
96121;121;9
96122;122;10
96123;123;3
96124;124;12
96125;125;11
96126;126;7
96127;127;8
96128;128;7
96129;129;4
96130;130;10
96131;131;4
96132;132;8
96133;133;3
96134;134;10
96135;135;10
96136;136;9
96137;137;7
96138;138;4
96139;139;8
96140;140;9
96141;141;9
96142;142;8
96143;143;12
96144;144;3
96145;145;9
96146;146;7
96147;147;7
96148;148;10
96149;149;12
96150;150;8
96151;151;11
96152;152;4
96153;153;5
96154;154;12
96155;155;10
96156;156;6
96157;157;10
96158;158;10
96159;159;10
96160;160;12
96161;161;6
96162;162;3
96163;163;12
96164;164;4
96165;165;6
96166;166;5
96167;167;5
96168;168;12
96169;169;8
96170;170;10
96171;171;6
96172;172;11
96173;173;12
96174;174;10
96175;175;8
96176;176;11
96177;177;3
96178;178;8
96179;179;10
96180;180;8
96181;181;9
96182;182;3
96183;183;4
96184;184;9
96185;185;12
96186;186;4
96187;187;6
96188;188;9
96189;189;8
96190;190;12
96191;191;11
96192;192;11
96193;193;8
96194;194;5
96195;195;3
96196;196;9
96197;197;9
96198;198;11
96199;199;9
96200;200;12
96201;1;12
96202;2;10
96203;3;10
96204;4;12
96205;5;10
96206;6;12
96207;7;8
96208;8;4
96209;9;8
96210;10;11
96211;11;12
96212;12;6
96213;13;9
96214;14;9
96215;15;9
96216;16;3
96217;17;3
96218;18;3
96219;19;7
96220;20;5
96221;21;3
96222;22;3
96223;23;4
96224;24;6
96225;25;8
96226;26;11
96227;27;4
96228;28;7
96229;29;5
96230;30;4
96231;31;12
96232;32;5
96233;33;5
96234;34;3
96235;35;4
96236;36;4
96237;37;3
96238;38;12
96239;39;7
96240;40;6
96241;41;5
96242;42;10
96243;43;8
96244;44;5
96245;45;4
96246;46;5
96247;47;11
96248;48;12
96249;49;6
96250;50;9
96251;51;5
96252;52;9
96253;53;10
96254;54;5
96255;55;11
96256;56;5
96257;57;5
96258;58;4
96259;59;4
96260;60;5
96261;61;11
96262;62;9
96263;63;12
96264;64;5
96265;65;6
96266;66;9
96267;67;12
96268;68;5
96269;69;6
96270;70;6
96271;71;11
96272;72;4
96273;73;8
96274;74;3
96275;75;7
96276;76;12
96277;77;10
96278;78;4
96279;79;5
96280;80;11
96281;81;6
96282;82;8
96283;83;11
96284;84;6
96285;85;12
96286;86;7
96287;87;3
96288;88;12
96289;89;9
96290;90;8
96291;91;10
96292;92;12
96293;93;4
96294;94;7
96295;95;10
96296;96;11
96297;97;7
96298;98;5
96299;99;11
96300;100;11
96301;101;9
96302;102;11
96303;103;3
96304;104;7
96305;105;11
96306;106;9
96307;107;10
96308;108;9
96309;109;4
96310;110;4
96311;111;3
96312;112;3
96313;113;4
96314;114;5
96315;115;6
96316;116;10
96317;117;6
96318;118;5
96319;119;6
96320;120;6
96321;121;6
96322;122;7
96323;123;12
96324;124;12
96325;125;5
96326;126;7
96327;127;10
96328;128;8
96329;129;8
96330;130;7
96331;131;10
96332;132;8
96333;133;6
96334;134;12
96335;135;10
96336;136;5
96337;137;6
96338;138;12
96339;139;3
96340;140;4
96341;141;12
96342;142;9
96343;143;11
96344;144;9
96345;145;3
96346;146;10
96347;147;12
96348;148;12
96349;149;6
96350;150;9
96351;151;12
96352;152;10
96353;153;11
96354;154;3
96355;155;7
96356;156;8
96357;157;9
96358;158;5
96359;159;9
96360;160;5
96361;161;12
96362;162;8
96363;163;12
96364;164;6
96365;165;12
96366;166;6
96367;167;8
96368;168;10
96369;169;3
96370;170;7
96371;171;4
96372;172;9
96373;173;10
96374;174;9
96375;175;9
96376;176;11
96377;177;5
96378;178;8
96379;179;11
96380;180;7
96381;181;8
96382;182;11
96383;183;11
96384;184;4
96385;185;3
96386;186;5
96387;187;3
96388;188;5
96389;189;7
96390;190;10
96391;191;4
96392;192;8
96393;193;7
96394;194;6
96395;195;12
96396;196;9
96397;197;3
96398;198;8
96399;199;7
96400;200;9
96401;1;8
96402;2;11
96403;3;6
96404;4;7
96405;5;10
96406;6;3
96407;7;8
96408;8;9
96409;9;3
96410;10;12
96411;11;8
96412;12;8
96413;13;8
96414;14;5
96415;15;12
96416;16;5
96417;17;4
96418;18;7
96419;19;4
96420;20;4
96421;21;9
96422;22;5
96423;23;10
96424;24;12
96425;25;11
96426;26;10
96427;27;4
96428;28;3
96429;29;8
96430;30;11
96431;31;3
96432;32;9
96433;33;11
96434;34;12
96435;35;12
96436;36;5
96437;37;5
96438;38;8
96439;39;8
96440;40;7
96441;41;4
96442;42;9
96443;43;9
96444;44;3
96445;45;8
96446;46;9
96447;47;3
96448;48;8
96449;49;11
96450;50;11
96451;51;10
96452;52;3
96453;53;4
96454;54;8
96455;55;3
96456;56;9
96457;57;9
96458;58;7
96459;59;7
96460;60;5
96461;61;4
96462;62;5
96463;63;3
96464;64;9
96465;65;5
96466;66;10
96467;67;11
96468;68;5
96469;69;6
96470;70;7
96471;71;8
96472;72;10
96473;73;5
96474;74;3
96475;75;12
96476;76;10
96477;77;7
96478;78;8
96479;79;10
96480;80;6
96481;81;6
96482;82;11
96483;83;10
96484;84;4
96485;85;6
96486;86;3
96487;87;5
96488;88;10
96489;89;9
96490;90;6
96491;91;7
96492;92;7
96493;93;6
96494;94;9
96495;95;5
96496;96;4
96497;97;10
96498;98;3
96499;99;3
96500;100;7
96501;101;3
96502;102;11
96503;103;7
96504;104;5
96505;105;12
96506;106;3
96507;107;3
96508;108;11
96509;109;12
96510;110;7
96511;111;7
96512;112;12
96513;113;3
96514;114;6
96515;115;7
96516;116;9
96517;117;9
96518;118;4
96519;119;12
96520;120;4
96521;121;3
96522;122;3
96523;123;4
96524;124;5
96525;125;7
96526;126;6
96527;127;10
96528;128;3
96529;129;7
96530;130;4
96531;131;4
96532;132;12
96533;133;9
96534;134;8
96535;135;9
96536;136;6
96537;137;8
96538;138;3
96539;139;11
96540;140;12
96541;141;10
96542;142;4
96543;143;8
96544;144;3
96545;145;5
96546;146;12
96547;147;11
96548;148;9
96549;149;9
96550;150;5
96551;151;12
96552;152;3
96553;153;12
96554;154;4
96555;155;8
96556;156;4
96557;157;4
96558;158;8
96559;159;7
96560;160;5
96561;161;9
96562;162;4
96563;163;9
96564;164;7
96565;165;8
96566;166;7
96567;167;9
96568;168;4
96569;169;6
96570;170;4
96571;171;10
96572;172;10
96573;173;6
96574;174;5
96575;175;4
96576;176;4
96577;177;9
96578;178;11
96579;179;9
96580;180;4
96581;181;9
96582;182;9
96583;183;5
96584;184;5
96585;185;11
96586;186;6
96587;187;11
96588;188;7
96589;189;4
96590;190;5
96591;191;9
96592;192;5
96593;193;5
96594;194;6
96595;195;5
96596;196;9
96597;197;4
96598;198;7
96599;199;6
96600;200;6
96601;1;12
96602;2;10
96603;3;7
96604;4;8
96605;5;10
96606;6;12
96607;7;5
96608;8;5
96609;9;5
96610;10;9
96611;11;3
96612;12;7
96613;13;4
96614;14;11
96615;15;3
96616;16;7
96617;17;10
96618;18;3
96619;19;6
96620;20;7
96621;21;12
96622;22;8
96623;23;5
96624;24;10
96625;25;5
96626;26;8
96627;27;10
96628;28;5
96629;29;12
96630;30;3
96631;31;8
96632;32;4
96633;33;4
96634;34;3
96635;35;11
96636;36;10
96637;37;7
96638;38;7
96639;39;5
96640;40;3
96641;41;12
96642;42;7
96643;43;10
96644;44;12
96645;45;9
96646;46;5
96647;47;7
96648;48;4
96649;49;5
96650;50;10
96651;51;3
96652;52;11
96653;53;4
96654;54;12
96655;55;4
96656;56;5
96657;57;6
96658;58;8
96659;59;5
96660;60;8
96661;61;5
96662;62;7
96663;63;7
96664;64;3
96665;65;10
96666;66;11
96667;67;10
96668;68;9
96669;69;12
96670;70;8
96671;71;5
96672;72;4
96673;73;5
96674;74;9
96675;75;11
96676;76;11
96677;77;5
96678;78;5
96679;79;7
96680;80;12
96681;81;11
96682;82;3
96683;83;3
96684;84;5
96685;85;8
96686;86;7
96687;87;10
96688;88;12
96689;89;8
96690;90;10
96691;91;5
96692;92;5
96693;93;11
96694;94;12
96695;95;9
96696;96;5
96697;97;11
96698;98;5
96699;99;3
96700;100;11
96701;101;7
96702;102;11
96703;103;11
96704;104;8
96705;105;5
96706;106;9
96707;107;8
96708;108;10
96709;109;3
96710;110;7
96711;111;4
96712;112;8
96713;113;5
96714;114;10
96715;115;10
96716;116;5
96717;117;7
96718;118;4
96719;119;6
96720;120;4
96721;121;4
96722;122;6
96723;123;4
96724;124;5
96725;125;6
96726;126;8
96727;127;3
96728;128;9
96729;129;3
96730;130;5
96731;131;9
96732;132;10
96733;133;7
96734;134;12
96735;135;9
96736;136;12
96737;137;10
96738;138;4
96739;139;6
96740;140;7
96741;141;6
96742;142;4
96743;143;6
96744;144;3
96745;145;5
96746;146;11
96747;147;10
96748;148;3
96749;149;8
96750;150;6
96751;151;5
96752;152;9
96753;153;11
96754;154;5
96755;155;4
96756;156;9
96757;157;8
96758;158;12
96759;159;12
96760;160;3
96761;161;9
96762;162;3
96763;163;3
96764;164;3
96765;165;7
96766;166;12
96767;167;9
96768;168;3
96769;169;10
96770;170;10
96771;171;12
96772;172;6
96773;173;9
96774;174;8
96775;175;7
96776;176;10
96777;177;6
96778;178;11
96779;179;6
96780;180;12
96781;181;7
96782;182;4
96783;183;3
96784;184;10
96785;185;12
96786;186;9
96787;187;7
96788;188;7
96789;189;8
96790;190;9
96791;191;11
96792;192;4
96793;193;3
96794;194;6
96795;195;10
96796;196;8
96797;197;8
96798;198;11
96799;199;11
96800;200;9
96801;1;11
96802;2;11
96803;3;7
96804;4;6
96805;5;5
96806;6;3
96807;7;6
96808;8;5
96809;9;9
96810;10;3
96811;11;5
96812;12;8
96813;13;11
96814;14;8
96815;15;7
96816;16;11
96817;17;9
96818;18;9
96819;19;8
96820;20;12
96821;21;9
96822;22;9
96823;23;12
96824;24;5
96825;25;10
96826;26;8
96827;27;7
96828;28;9
96829;29;3
96830;30;4
96831;31;9
96832;32;10
96833;33;7
96834;34;10
96835;35;9
96836;36;4
96837;37;4
96838;38;8
96839;39;3
96840;40;5
96841;41;6
96842;42;6
96843;43;12
96844;44;3
96845;45;6
96846;46;11
96847;47;10
96848;48;10
96849;49;9
96850;50;4
96851;51;8
96852;52;10
96853;53;11
96854;54;8
96855;55;7
96856;56;9
96857;57;8
96858;58;12
96859;59;5
96860;60;8
96861;61;10
96862;62;4
96863;63;8
96864;64;12
96865;65;7
96866;66;4
96867;67;12
96868;68;11
96869;69;3
96870;70;5
96871;71;6
96872;72;6
96873;73;8
96874;74;10
96875;75;11
96876;76;8
96877;77;5
96878;78;10
96879;79;9
96880;80;9
96881;81;8
96882;82;7
96883;83;8
96884;84;4
96885;85;12
96886;86;10
96887;87;11
96888;88;3
96889;89;7
96890;90;11
96891;91;8
96892;92;7
96893;93;11
96894;94;9
96895;95;9
96896;96;9
96897;97;10
96898;98;6
96899;99;12
96900;100;9
96901;101;12
96902;102;12
96903;103;9
96904;104;11
96905;105;5
96906;106;9
96907;107;9
96908;108;10
96909;109;10
96910;110;11
96911;111;8
96912;112;5
96913;113;10
96914;114;6
96915;115;10
96916;116;8
96917;117;11
96918;118;7
96919;119;12
96920;120;9
96921;121;6
96922;122;3
96923;123;8
96924;124;11
96925;125;7
96926;126;6
96927;127;9
96928;128;3
96929;129;8
96930;130;4
96931;131;10
96932;132;3
96933;133;11
96934;134;3
96935;135;6
96936;136;12
96937;137;3
96938;138;8
96939;139;8
96940;140;5
96941;141;8
96942;142;9
96943;143;5
96944;144;7
96945;145;6
96946;146;8
96947;147;10
96948;148;10
96949;149;11
96950;150;3
96951;151;5
96952;152;10
96953;153;9
96954;154;8
96955;155;8
96956;156;3
96957;157;12
96958;158;11
96959;159;12
96960;160;5
96961;161;8
96962;162;9
96963;163;5
96964;164;12
96965;165;6
96966;166;9
96967;167;12
96968;168;8
96969;169;5
96970;170;6
96971;171;12
96972;172;4
96973;173;3
96974;174;6
96975;175;12
96976;176;3
96977;177;10
96978;178;11
96979;179;4
96980;180;8
96981;181;3
96982;182;4
96983;183;7
96984;184;4
96985;185;9
96986;186;6
96987;187;12
96988;188;6
96989;189;9
96990;190;10
96991;191;6
96992;192;12
96993;193;9
96994;194;9
96995;195;3
96996;196;10
96997;197;7
96998;198;8
96999;199;8
97000;200;5
97001;1;5
97002;2;3
97003;3;9
97004;4;3
97005;5;11
97006;6;7
97007;7;4
97008;8;4
97009;9;6
97010;10;5
97011;11;5
97012;12;6
97013;13;8
97014;14;5
97015;15;10
97016;16;5
97017;17;10
97018;18;3
97019;19;10
97020;20;7
97021;21;11
97022;22;11
97023;23;4
97024;24;8
97025;25;12
97026;26;5
97027;27;9
97028;28;7
97029;29;3
97030;30;8
97031;31;6
97032;32;3
97033;33;10
97034;34;12
97035;35;11
97036;36;9
97037;37;4
97038;38;3
97039;39;8
97040;40;10
97041;41;11
97042;42;11
97043;43;4
97044;44;6
97045;45;9
97046;46;7
97047;47;3
97048;48;9
97049;49;9
97050;50;8
97051;51;10
97052;52;3
97053;53;11
97054;54;6
97055;55;7
97056;56;6
97057;57;8
97058;58;3
97059;59;3
97060;60;7
97061;61;9
97062;62;6
97063;63;7
97064;64;11
97065;65;12
97066;66;8
97067;67;5
97068;68;7
97069;69;5
97070;70;11
97071;71;12
97072;72;5
97073;73;10
97074;74;9
97075;75;5
97076;76;12
97077;77;3
97078;78;8
97079;79;5
97080;80;4
97081;81;8
97082;82;6
97083;83;4
97084;84;3
97085;85;7
97086;86;7
97087;87;4
97088;88;7
97089;89;6
97090;90;12
97091;91;11
97092;92;3
97093;93;10
97094;94;8
97095;95;5
97096;96;12
97097;97;9
97098;98;3
97099;99;8
97100;100;5
97101;101;6
97102;102;8
97103;103;9
97104;104;3
97105;105;9
97106;106;4
97107;107;10
97108;108;8
97109;109;5
97110;110;12
97111;111;5
97112;112;11
97113;113;9
97114;114;11
97115;115;10
97116;116;4
97117;117;6
97118;118;8
97119;119;9
97120;120;3
97121;121;7
97122;122;3
97123;123;8
97124;124;6
97125;125;5
97126;126;3
97127;127;8
97128;128;11
97129;129;6
97130;130;5
97131;131;9
97132;132;5
97133;133;7
97134;134;3
97135;135;12
97136;136;9
97137;137;11
97138;138;12
97139;139;10
97140;140;10
97141;141;9
97142;142;11
97143;143;3
97144;144;12
97145;145;9
97146;146;3
97147;147;8
97148;148;10
97149;149;3
97150;150;10
97151;151;12
97152;152;3
97153;153;6
97154;154;12
97155;155;6
97156;156;7
97157;157;10
97158;158;4
97159;159;10
97160;160;3
97161;161;10
97162;162;6
97163;163;4
97164;164;12
97165;165;3
97166;166;7
97167;167;4
97168;168;4
97169;169;12
97170;170;5
97171;171;12
97172;172;10
97173;173;8
97174;174;12
97175;175;7
97176;176;7
97177;177;5
97178;178;10
97179;179;5
97180;180;4
97181;181;7
97182;182;9
97183;183;8
97184;184;12
97185;185;3
97186;186;9
97187;187;5
97188;188;9
97189;189;10
97190;190;8
97191;191;9
97192;192;5
97193;193;10
97194;194;9
97195;195;12
97196;196;11
97197;197;6
97198;198;9
97199;199;11
97200;200;6
97201;1;4
97202;2;6
97203;3;8
97204;4;10
97205;5;7
97206;6;5
97207;7;10
97208;8;3
97209;9;9
97210;10;12
97211;11;10
97212;12;7
97213;13;12
97214;14;3
97215;15;7
97216;16;11
97217;17;9
97218;18;8
97219;19;3
97220;20;6
97221;21;5
97222;22;6
97223;23;4
97224;24;4
97225;25;4
97226;26;5
97227;27;4
97228;28;7
97229;29;5
97230;30;11
97231;31;11
97232;32;11
97233;33;7
97234;34;8
97235;35;3
97236;36;4
97237;37;12
97238;38;7
97239;39;6
97240;40;12
97241;41;5
97242;42;10
97243;43;8
97244;44;9
97245;45;6
97246;46;4
97247;47;5
97248;48;11
97249;49;3
97250;50;8
97251;51;12
97252;52;3
97253;53;3
97254;54;9
97255;55;10
97256;56;12
97257;57;5
97258;58;8
97259;59;8
97260;60;7
97261;61;8
97262;62;7
97263;63;8
97264;64;9
97265;65;3
97266;66;11
97267;67;9
97268;68;8
97269;69;11
97270;70;5
97271;71;6
97272;72;3
97273;73;9
97274;74;10
97275;75;4
97276;76;5
97277;77;10
97278;78;3
97279;79;4
97280;80;6
97281;81;12
97282;82;12
97283;83;7
97284;84;11
97285;85;12
97286;86;7
97287;87;9
97288;88;9
97289;89;9
97290;90;4
97291;91;3
97292;92;4
97293;93;6
97294;94;8
97295;95;6
97296;96;8
97297;97;11
97298;98;12
97299;99;9
97300;100;7
97301;101;12
97302;102;11
97303;103;11
97304;104;5
97305;105;8
97306;106;11
97307;107;11
97308;108;6
97309;109;9
97310;110;4
97311;111;10
97312;112;11
97313;113;8
97314;114;7
97315;115;12
97316;116;4
97317;117;9
97318;118;8
97319;119;9
97320;120;6
97321;121;4
97322;122;4
97323;123;11
97324;124;7
97325;125;6
97326;126;12
97327;127;5
97328;128;9
97329;129;6
97330;130;7
97331;131;10
97332;132;9
97333;133;3
97334;134;6
97335;135;6
97336;136;6
97337;137;10
97338;138;4
97339;139;4
97340;140;11
97341;141;9
97342;142;12
97343;143;3
97344;144;11
97345;145;10
97346;146;8
97347;147;4
97348;148;6
97349;149;5
97350;150;11
97351;151;8
97352;152;9
97353;153;9
97354;154;12
97355;155;10
97356;156;8
97357;157;12
97358;158;6
97359;159;4
97360;160;4
97361;161;11
97362;162;5
97363;163;3
97364;164;4
97365;165;4
97366;166;5
97367;167;8
97368;168;12
97369;169;5
97370;170;10
97371;171;4
97372;172;9
97373;173;3
97374;174;6
97375;175;6
97376;176;12
97377;177;5
97378;178;4
97379;179;11
97380;180;10
97381;181;11
97382;182;12
97383;183;7
97384;184;12
97385;185;8
97386;186;6
97387;187;4
97388;188;6
97389;189;9
97390;190;12
97391;191;11
97392;192;5
97393;193;8
97394;194;11
97395;195;8
97396;196;6
97397;197;10
97398;198;5
97399;199;3
97400;200;11
97401;1;4
97402;2;9
97403;3;11
97404;4;4
97405;5;10
97406;6;7
97407;7;9
97408;8;6
97409;9;10
97410;10;11
97411;11;5
97412;12;11
97413;13;5
97414;14;11
97415;15;12
97416;16;12
97417;17;11
97418;18;5
97419;19;11
97420;20;4
97421;21;8
97422;22;12
97423;23;11
97424;24;11
97425;25;6
97426;26;5
97427;27;10
97428;28;12
97429;29;10
97430;30;3
97431;31;3
97432;32;9
97433;33;3
97434;34;3
97435;35;6
97436;36;9
97437;37;6
97438;38;8
97439;39;10
97440;40;3
97441;41;10
97442;42;8
97443;43;9
97444;44;5
97445;45;5
97446;46;7
97447;47;10
97448;48;6
97449;49;10
97450;50;3
97451;51;6
97452;52;11
97453;53;3
97454;54;6
97455;55;12
97456;56;12
97457;57;7
97458;58;12
97459;59;9
97460;60;5
97461;61;7
97462;62;9
97463;63;8
97464;64;3
97465;65;11
97466;66;7
97467;67;11
97468;68;9
97469;69;9
97470;70;9
97471;71;12
97472;72;4
97473;73;7
97474;74;7
97475;75;12
97476;76;3
97477;77;8
97478;78;6
97479;79;9
97480;80;8
97481;81;8
97482;82;7
97483;83;6
97484;84;8
97485;85;12
97486;86;6
97487;87;10
97488;88;8
97489;89;8
97490;90;9
97491;91;11
97492;92;6
97493;93;9
97494;94;6
97495;95;12
97496;96;8
97497;97;3
97498;98;6
97499;99;6
97500;100;7
97501;101;11
97502;102;11
97503;103;10
97504;104;7
97505;105;7
97506;106;3
97507;107;4
97508;108;6
97509;109;11
97510;110;6
97511;111;9
97512;112;10
97513;113;4
97514;114;8
97515;115;4
97516;116;3
97517;117;9
97518;118;4
97519;119;6
97520;120;4
97521;121;5
97522;122;5
97523;123;12
97524;124;3
97525;125;5
97526;126;4
97527;127;8
97528;128;10
97529;129;8
97530;130;5
97531;131;12
97532;132;11
97533;133;6
97534;134;3
97535;135;8
97536;136;8
97537;137;6
97538;138;3
97539;139;10
97540;140;5
97541;141;3
97542;142;10
97543;143;4
97544;144;3
97545;145;7
97546;146;4
97547;147;4
97548;148;4
97549;149;11
97550;150;7
97551;151;7
97552;152;7
97553;153;6
97554;154;5
97555;155;9
97556;156;10
97557;157;7
97558;158;8
97559;159;3
97560;160;11
97561;161;7
97562;162;9
97563;163;3
97564;164;6
97565;165;6
97566;166;6
97567;167;11
97568;168;3
97569;169;3
97570;170;9
97571;171;11
97572;172;5
97573;173;10
97574;174;8
97575;175;8
97576;176;12
97577;177;12
97578;178;12
97579;179;10
97580;180;5
97581;181;3
97582;182;8
97583;183;11
97584;184;5
97585;185;4
97586;186;5
97587;187;5
97588;188;5
97589;189;4
97590;190;6
97591;191;8
97592;192;9
97593;193;6
97594;194;3
97595;195;8
97596;196;3
97597;197;11
97598;198;8
97599;199;9
97600;200;6
97601;1;6
97602;2;6
97603;3;4
97604;4;10
97605;5;7
97606;6;3
97607;7;9
97608;8;8
97609;9;8
97610;10;5
97611;11;10
97612;12;11
97613;13;9
97614;14;7
97615;15;6
97616;16;5
97617;17;5
97618;18;10
97619;19;12
97620;20;7
97621;21;11
97622;22;12
97623;23;6
97624;24;8
97625;25;11
97626;26;10
97627;27;4
97628;28;12
97629;29;9
97630;30;9
97631;31;12
97632;32;6
97633;33;6
97634;34;8
97635;35;5
97636;36;9
97637;37;8
97638;38;9
97639;39;12
97640;40;6
97641;41;6
97642;42;12
97643;43;10
97644;44;10
97645;45;4
97646;46;4
97647;47;5
97648;48;10
97649;49;3
97650;50;7
97651;51;3
97652;52;7
97653;53;4
97654;54;10
97655;55;6
97656;56;5
97657;57;4
97658;58;12
97659;59;7
97660;60;8
97661;61;7
97662;62;6
97663;63;8
97664;64;3
97665;65;5
97666;66;3
97667;67;10
97668;68;12
97669;69;5
97670;70;8
97671;71;3
97672;72;11
97673;73;3
97674;74;4
97675;75;10
97676;76;8
97677;77;10
97678;78;3
97679;79;11
97680;80;3
97681;81;10
97682;82;4
97683;83;7
97684;84;12
97685;85;5
97686;86;4
97687;87;9
97688;88;10
97689;89;12
97690;90;8
97691;91;12
97692;92;8
97693;93;10
97694;94;6
97695;95;7
97696;96;3
97697;97;9
97698;98;11
97699;99;7
97700;100;7
97701;101;7
97702;102;12
97703;103;7
97704;104;11
97705;105;3
97706;106;6
97707;107;11
97708;108;10
97709;109;7
97710;110;10
97711;111;6
97712;112;9
97713;113;6
97714;114;12
97715;115;11
97716;116;8
97717;117;8
97718;118;6
97719;119;5
97720;120;12
97721;121;11
97722;122;10
97723;123;11
97724;124;10
97725;125;8
97726;126;11
97727;127;4
97728;128;8
97729;129;3
97730;130;12
97731;131;11
97732;132;11
97733;133;9
97734;134;11
97735;135;5
97736;136;7
97737;137;11
97738;138;6
97739;139;8
97740;140;12
97741;141;9
97742;142;3
97743;143;4
97744;144;8
97745;145;7
97746;146;10
97747;147;12
97748;148;4
97749;149;9
97750;150;8
97751;151;10
97752;152;8
97753;153;12
97754;154;12
97755;155;5
97756;156;7
97757;157;8
97758;158;4
97759;159;5
97760;160;8
97761;161;4
97762;162;8
97763;163;5
97764;164;12
97765;165;5
97766;166;3
97767;167;5
97768;168;9
97769;169;11
97770;170;4
97771;171;9
97772;172;6
97773;173;10
97774;174;7
97775;175;9
97776;176;5
97777;177;3
97778;178;10
97779;179;7
97780;180;9
97781;181;7
97782;182;11
97783;183;8
97784;184;7
97785;185;7
97786;186;12
97787;187;7
97788;188;8
97789;189;8
97790;190;4
97791;191;9
97792;192;4
97793;193;10
97794;194;12
97795;195;5
97796;196;7
97797;197;3
97798;198;6
97799;199;6
97800;200;11
97801;1;4
97802;2;3
97803;3;8
97804;4;8
97805;5;12
97806;6;5
97807;7;12
97808;8;10
97809;9;5
97810;10;12
97811;11;6
97812;12;11
97813;13;12
97814;14;11
97815;15;11
97816;16;8
97817;17;12
97818;18;4
97819;19;6
97820;20;12
97821;21;5
97822;22;3
97823;23;6
97824;24;10
97825;25;10
97826;26;9
97827;27;6
97828;28;4
97829;29;4
97830;30;12
97831;31;4
97832;32;5
97833;33;9
97834;34;6
97835;35;8
97836;36;8
97837;37;7
97838;38;4
97839;39;7
97840;40;3
97841;41;10
97842;42;6
97843;43;8
97844;44;3
97845;45;9
97846;46;10
97847;47;8
97848;48;4
97849;49;3
97850;50;4
97851;51;6
97852;52;7
97853;53;6
97854;54;6
97855;55;6
97856;56;5
97857;57;10
97858;58;4
97859;59;4
97860;60;6
97861;61;10
97862;62;4
97863;63;7
97864;64;5
97865;65;12
97866;66;3
97867;67;8
97868;68;11
97869;69;9
97870;70;10
97871;71;10
97872;72;7
97873;73;8
97874;74;6
97875;75;4
97876;76;7
97877;77;7
97878;78;3
97879;79;6
97880;80;9
97881;81;12
97882;82;10
97883;83;6
97884;84;11
97885;85;11
97886;86;11
97887;87;3
97888;88;7
97889;89;11
97890;90;10
97891;91;3
97892;92;7
97893;93;10
97894;94;4
97895;95;6
97896;96;11
97897;97;3
97898;98;8
97899;99;10
97900;100;10
97901;101;6
97902;102;6
97903;103;6
97904;104;8
97905;105;5
97906;106;11
97907;107;12
97908;108;11
97909;109;5
97910;110;7
97911;111;6
97912;112;7
97913;113;4
97914;114;9
97915;115;7
97916;116;9
97917;117;10
97918;118;3
97919;119;6
97920;120;10
97921;121;12
97922;122;8
97923;123;12
97924;124;4
97925;125;8
97926;126;8
97927;127;4
97928;128;12
97929;129;8
97930;130;11
97931;131;9
97932;132;3
97933;133;3
97934;134;3
97935;135;9
97936;136;12
97937;137;5
97938;138;3
97939;139;12
97940;140;10
97941;141;8
97942;142;9
97943;143;9
97944;144;11
97945;145;3
97946;146;10
97947;147;11
97948;148;12
97949;149;12
97950;150;4
97951;151;7
97952;152;11
97953;153;3
97954;154;4
97955;155;7
97956;156;3
97957;157;12
97958;158;6
97959;159;9
97960;160;7
97961;161;12
97962;162;10
97963;163;4
97964;164;11
97965;165;11
97966;166;5
97967;167;8
97968;168;6
97969;169;12
97970;170;5
97971;171;10
97972;172;5
97973;173;4
97974;174;12
97975;175;5
97976;176;9
97977;177;8
97978;178;4
97979;179;8
97980;180;5
97981;181;7
97982;182;12
97983;183;12
97984;184;6
97985;185;8
97986;186;3
97987;187;11
97988;188;9
97989;189;3
97990;190;3
97991;191;11
97992;192;7
